group,variable,path
B25096,002E,estimate.total.with_a_mortgage
B25096,012E,estimate.total.not_mortgaged
B25098,001E,estimate.total
B25098,002E,estimate.total.with_a_mortgage
B25098,011E,estimate.total.not_mortgaged
B25100,001E,estimate.total
B25100,002E,estimate.total.with_a_mortgage
B25100,007E,estimate.total.with_a_mortgage.not_computed
B25100,008E,estimate.total.not_mortgaged
B25100,013E,estimate.total.not_mortgaged.not_computed
B25101,001E,estimate.total
B25101,002E,estimate.total.with_a_mortgage
B25101,023E,estimate.total.with_a_mortgage.zero_or_negative_income
B25101,024E,estimate.total.not_mortgaged
B25101,045E,estimate.total.not_mortgaged.zero_or_negative_income
B25102,001E,estimate.total
B25102,002E,estimate.total.with_a_mortgage
B25102,008E,estimate.total.with_a_mortgage.no_real_estate_taxes_paid
B25102,009E,estimate.total.not_mortgaged
B25102,015E,estimate.total.not_mortgaged.no_real_estate_taxes_paid
B25104,001E,estimate.total
B25104,017E,estimate.total.no_cash_rent
B25105,001E,estimate.median_monthly_housing_costs
B25106,001E,estimate.total
B25114,001E,estimate.aggregate_gross_rent
B25114,002E,estimate.aggregate_gross_rent.moved_in_2021_or_later
B25114,003E,estimate.aggregate_gross_rent.moved_in_2018_to_2020
B25114,004E,estimate.aggregate_gross_rent.moved_in_2010_to_2017
B25114,005E,estimate.aggregate_gross_rent.moved_in_2000_to_2009
B25114,006E,estimate.aggregate_gross_rent.moved_in_1990_to_1999
B25114,007E,estimate.aggregate_gross_rent.moved_in_1989_or_earlier
B25115,001E,estimate.total
B25115,002E,estimate.total.owner_occupied
B25115,003E,estimate.total.owner_occupied.family_households
B25115,007E,estimate.total.owner_occupied.family_households.other_family
B25115,014E,estimate.total.owner_occupied.nonfamily_households
B25115,015E,estimate.total.renter_occupied
B25115,016E,estimate.total.renter_occupied.family_households
B25115,020E,estimate.total.renter_occupied.family_households.other_family
B25115,027E,estimate.total.renter_occupied.nonfamily_households
B25116,001E,estimate.total
B25116,002E,estimate.total.owner_occupied
B25116,013E,estimate.total.renter_occupied
B25117,001E,estimate.total
B25117,002E,estimate.total.owner_occupied
B25117,003E,estimate.total.owner_occupied.utility_gas
B25117,005E,estimate.total.owner_occupied.electricity
B25117,007E,estimate.total.owner_occupied.coal_or_coke
B25117,008E,estimate.total.owner_occupied.wood
B25117,009E,estimate.total.owner_occupied.solar_energy
B25117,010E,estimate.total.owner_occupied.other_fuel
B25117,011E,estimate.total.owner_occupied.no_fuel_used
B25117,012E,estimate.total.renter_occupied
B25117,013E,estimate.total.renter_occupied.utility_gas
B25117,015E,estimate.total.renter_occupied.electricity
B25117,017E,estimate.total.renter_occupied.coal_or_coke
B25117,018E,estimate.total.renter_occupied.wood
B25117,019E,estimate.total.renter_occupied.solar_energy
B25117,020E,estimate.total.renter_occupied.other_fuel
B25117,021E,estimate.total.renter_occupied.no_fuel_used
B25118,001E,estimate.total
B25118,002E,estimate.total.owner_occupied
B25118,014E,estimate.total.renter_occupied
B25121,001E,estimate.total
B25122,001E,estimate.total
B25123,001E,estimate.total
B25123,002E,estimate.total.owner_occupied
B25123,003E,estimate.total.owner_occupied.with_one_selected_condition
B25123,004E,estimate.total.owner_occupied.with_two_selected_conditions
B25123,005E,estimate.total.owner_occupied.with_three_selected_conditions
B25123,006E,estimate.total.owner_occupied.with_four_selected_conditions
B25123,007E,estimate.total.owner_occupied.no_selected_conditions
B25123,008E,estimate.total.renter_occupied
B25123,009E,estimate.total.renter_occupied.with_one_selected_condition
B25123,010E,estimate.total.renter_occupied.with_two_selected_conditions
B25123,011E,estimate.total.renter_occupied.with_three_selected_conditions
B25123,012E,estimate.total.renter_occupied.with_four_selected_conditions
B25123,013E,estimate.total.renter_occupied.no_selected_conditions
B25124,001E,estimate.total
B25124,002E,estimate.total.owner_occupied
B25124,038E,estimate.total.renter_occupied
B25125,001E,estimate.total
B25125,002E,estimate.total.owner_occupied
B25125,003E,estimate.total.owner_occupied.householder_15_to_34_years
B25125,005E,estimate.total.owner_occupied.householder_15_to_34_years.2_to_4
B25125,006E,estimate.total.owner_occupied.householder_15_to_34_years.5_to_19
B25125,007E,estimate.total.owner_occupied.householder_15_to_34_years.20_to_49
B25125,008E,estimate.total.owner_occupied.householder_15_to_34_years.50_or_more
B25125,010E,estimate.total.owner_occupied.householder_35_to_64_years
B25125,012E,estimate.total.owner_occupied.householder_35_to_64_years.2_to_4
B25125,013E,estimate.total.owner_occupied.householder_35_to_64_years.5_to_19
B25125,014E,estimate.total.owner_occupied.householder_35_to_64_years.20_to_49
B25125,015E,estimate.total.owner_occupied.householder_35_to_64_years.50_or_more
B25125,017E,estimate.total.owner_occupied.householder_65_years_and_over
B25125,019E,estimate.total.owner_occupied.householder_65_years_and_over.2_to_4
B25125,020E,estimate.total.owner_occupied.householder_65_years_and_over.5_to_19
B25125,021E,estimate.total.owner_occupied.householder_65_years_and_over.20_to_49
B25125,022E,estimate.total.owner_occupied.householder_65_years_and_over.50_or_more
B25125,024E,estimate.total.renter_occupied
B25125,025E,estimate.total.renter_occupied.householder_15_to_34_years
B25125,027E,estimate.total.renter_occupied.householder_15_to_34_years.2_to_4
B25125,028E,estimate.total.renter_occupied.householder_15_to_34_years.5_to_19
B25125,029E,estimate.total.renter_occupied.householder_15_to_34_years.20_to_49
B25125,030E,estimate.total.renter_occupied.householder_15_to_34_years.50_or_more
B25125,032E,estimate.total.renter_occupied.householder_35_to_64_years
B25125,034E,estimate.total.renter_occupied.householder_35_to_64_years.2_to_4
B25125,035E,estimate.total.renter_occupied.householder_35_to_64_years.5_to_19
B25125,036E,estimate.total.renter_occupied.householder_35_to_64_years.20_to_49
B25125,037E,estimate.total.renter_occupied.householder_35_to_64_years.50_or_more
B25125,039E,estimate.total.renter_occupied.householder_65_years_and_over
B25125,041E,estimate.total.renter_occupied.householder_65_years_and_over.2_to_4
B25125,042E,estimate.total.renter_occupied.householder_65_years_and_over.5_to_19
B25125,043E,estimate.total.renter_occupied.householder_65_years_and_over.20_to_49
B25125,044E,estimate.total.renter_occupied.householder_65_years_and_over.50_or_more
B25126,001E,estimate.total
B25126,002E,estimate.total.owner_occupied
B25126,003E,estimate.total.owner_occupied.householder_15_to_34_years
B25126,004E,estimate.total.owner_occupied.householder_15_to_34_years.built_2020_or_later
B25126,005E,estimate.total.owner_occupied.householder_15_to_34_years.built_2010_to_2019
B25126,006E,estimate.total.owner_occupied.householder_15_to_34_years.built_2000_to_2009
B25126,007E,estimate.total.owner_occupied.householder_15_to_34_years.built_1990_to_1999
B25126,008E,estimate.total.owner_occupied.householder_15_to_34_years.built_1980_to_1989
B25126,009E,estimate.total.owner_occupied.householder_15_to_34_years.built_1970_to_1979
B25126,010E,estimate.total.owner_occupied.householder_15_to_34_years.built_1960_to_1969
B25126,011E,estimate.total.owner_occupied.householder_15_to_34_years.built_1950_to_1959
B25126,012E,estimate.total.owner_occupied.householder_15_to_34_years.built_1940_to_1949
B25126,013E,estimate.total.owner_occupied.householder_15_to_34_years.built_1939_or_earlier
B25126,014E,estimate.total.owner_occupied.householder_35_to_64_years
B25126,015E,estimate.total.owner_occupied.householder_35_to_64_years.built_2020_or_later
B25126,016E,estimate.total.owner_occupied.householder_35_to_64_years.built_2010_to_2019
B25126,017E,estimate.total.owner_occupied.householder_35_to_64_years.built_2000_to_2009
B25126,018E,estimate.total.owner_occupied.householder_35_to_64_years.built_1990_to_1999
B25126,019E,estimate.total.owner_occupied.householder_35_to_64_years.built_1980_to_1989
B25126,020E,estimate.total.owner_occupied.householder_35_to_64_years.built_1970_to_1979
B25126,021E,estimate.total.owner_occupied.householder_35_to_64_years.built_1960_to_1969
B25126,022E,estimate.total.owner_occupied.householder_35_to_64_years.built_1950_to_1959
B25126,023E,estimate.total.owner_occupied.householder_35_to_64_years.built_1940_to_1949
B25126,024E,estimate.total.owner_occupied.householder_35_to_64_years.built_1939_or_earlier
B25126,025E,estimate.total.owner_occupied.householder_65_years_and_over
B25126,026E,estimate.total.owner_occupied.householder_65_years_and_over.built_2020_or_later
B25126,027E,estimate.total.owner_occupied.householder_65_years_and_over.built_2010_to_2019
B25126,028E,estimate.total.owner_occupied.householder_65_years_and_over.built_2000_to_2009
B25126,029E,estimate.total.owner_occupied.householder_65_years_and_over.built_1990_to_1999
B25126,030E,estimate.total.owner_occupied.householder_65_years_and_over.built_1980_to_1989
B25126,031E,estimate.total.owner_occupied.householder_65_years_and_over.built_1970_to_1979
B25126,032E,estimate.total.owner_occupied.householder_65_years_and_over.built_1960_to_1969
B25126,033E,estimate.total.owner_occupied.householder_65_years_and_over.built_1950_to_1959
B25126,034E,estimate.total.owner_occupied.householder_65_years_and_over.built_1940_to_1949
B25126,035E,estimate.total.owner_occupied.householder_65_years_and_over.built_1939_or_earlier
B25126,036E,estimate.total.renter_occupied
B25126,037E,estimate.total.renter_occupied.householder_15_to_34_years
B25126,038E,estimate.total.renter_occupied.householder_15_to_34_years.built_2020_or_later
B25126,039E,estimate.total.renter_occupied.householder_15_to_34_years.built_2010_to_2019
B25126,040E,estimate.total.renter_occupied.householder_15_to_34_years.built_2000_to_2009
B25126,041E,estimate.total.renter_occupied.householder_15_to_34_years.built_1990_to_1999
B25126,042E,estimate.total.renter_occupied.householder_15_to_34_years.built_1980_to_1989
B25126,043E,estimate.total.renter_occupied.householder_15_to_34_years.built_1970_to_1979
B25126,044E,estimate.total.renter_occupied.householder_15_to_34_years.built_1960_to_1969
B25126,045E,estimate.total.renter_occupied.householder_15_to_34_years.built_1950_to_1959
B25126,046E,estimate.total.renter_occupied.householder_15_to_34_years.built_1940_to_1949
B25126,047E,estimate.total.renter_occupied.householder_15_to_34_years.built_1939_or_earlier
B25126,048E,estimate.total.renter_occupied.householder_35_to_64_years
B25126,049E,estimate.total.renter_occupied.householder_35_to_64_years.built_2020_or_later
B25126,050E,estimate.total.renter_occupied.householder_35_to_64_years.built_2010_to_2019
B25126,051E,estimate.total.renter_occupied.householder_35_to_64_years.built_2000_to_2009
B25126,052E,estimate.total.renter_occupied.householder_35_to_64_years.built_1990_to_1999
B25126,053E,estimate.total.renter_occupied.householder_35_to_64_years.built_1980_to_1989
B25126,054E,estimate.total.renter_occupied.householder_35_to_64_years.built_1970_to_1979
B25126,055E,estimate.total.renter_occupied.householder_35_to_64_years.built_1960_to_1969
B25126,056E,estimate.total.renter_occupied.householder_35_to_64_years.built_1950_to_1959
B25126,057E,estimate.total.renter_occupied.householder_35_to_64_years.built_1940_to_1949
B25126,058E,estimate.total.renter_occupied.householder_35_to_64_years.built_1939_or_earlier
B25126,059E,estimate.total.renter_occupied.householder_65_years_and_over
B25126,060E,estimate.total.renter_occupied.householder_65_years_and_over.built_2020_or_later
B25126,061E,estimate.total.renter_occupied.householder_65_years_and_over.built_2010_to_2019
B25126,062E,estimate.total.renter_occupied.householder_65_years_and_over.built_2000_to_2009
B25126,063E,estimate.total.renter_occupied.householder_65_years_and_over.built_1990_to_1999
B25126,064E,estimate.total.renter_occupied.householder_65_years_and_over.built_1980_to_1989
B25126,065E,estimate.total.renter_occupied.householder_65_years_and_over.built_1970_to_1979
B25126,066E,estimate.total.renter_occupied.householder_65_years_and_over.built_1960_to_1969
B25126,067E,estimate.total.renter_occupied.householder_65_years_and_over.built_1950_to_1959
B25126,068E,estimate.total.renter_occupied.householder_65_years_and_over.built_1940_to_1949
B25126,069E,estimate.total.renter_occupied.householder_65_years_and_over.built_1939_or_earlier
B25127,001E,estimate.total
B25127,002E,estimate.total.owner_occupied
B25127,003E,estimate.total.owner_occupied.built_2020_or_later
B25127,005E,estimate.total.owner_occupied.built_2020_or_later.2_to_4
B25127,006E,estimate.total.owner_occupied.built_2020_or_later.5_to_19
B25127,007E,estimate.total.owner_occupied.built_2020_or_later.20_to_49
B25127,008E,estimate.total.owner_occupied.built_2020_or_later.50_or_more
B25127,010E,estimate.total.owner_occupied.built_2000_to_2019
B25127,012E,estimate.total.owner_occupied.built_2000_to_2019.2_to_4
B25127,013E,estimate.total.owner_occupied.built_2000_to_2019.5_to_19
B25127,014E,estimate.total.owner_occupied.built_2000_to_2019.20_to_49
B25127,015E,estimate.total.owner_occupied.built_2000_to_2019.50_or_more
B25127,017E,estimate.total.owner_occupied.built_1980_to_1999
B25127,019E,estimate.total.owner_occupied.built_1980_to_1999.2_to_4
B25127,020E,estimate.total.owner_occupied.built_1980_to_1999.5_to_19
B25127,021E,estimate.total.owner_occupied.built_1980_to_1999.20_to_49
B25127,022E,estimate.total.owner_occupied.built_1980_to_1999.50_or_more
B25127,024E,estimate.total.owner_occupied.built_1960_to_1979
B25127,026E,estimate.total.owner_occupied.built_1960_to_1979.2_to_4
B25127,027E,estimate.total.owner_occupied.built_1960_to_1979.5_to_19
B25127,028E,estimate.total.owner_occupied.built_1960_to_1979.20_to_49
B25127,029E,estimate.total.owner_occupied.built_1960_to_1979.50_or_more
B25127,031E,estimate.total.owner_occupied.built_1940_to_1959
B25127,033E,estimate.total.owner_occupied.built_1940_to_1959.2_to_4
B25127,034E,estimate.total.owner_occupied.built_1940_to_1959.5_to_19
B25127,035E,estimate.total.owner_occupied.built_1940_to_1959.20_to_49
B25127,036E,estimate.total.owner_occupied.built_1940_to_1959.50_or_more
B25127,038E,estimate.total.owner_occupied.built_1939_or_earlier
B25127,040E,estimate.total.owner_occupied.built_1939_or_earlier.2_to_4
B25127,041E,estimate.total.owner_occupied.built_1939_or_earlier.5_to_19
B25127,042E,estimate.total.owner_occupied.built_1939_or_earlier.20_to_49
B25127,043E,estimate.total.owner_occupied.built_1939_or_earlier.50_or_more
B25127,045E,estimate.total.renter_occupied
B25127,046E,estimate.total.renter_occupied.built_2020_or_later
B25127,048E,estimate.total.renter_occupied.built_2020_or_later.2_to_4
B25127,049E,estimate.total.renter_occupied.built_2020_or_later.5_to_19
B25127,050E,estimate.total.renter_occupied.built_2020_or_later.20_to_49
B25127,051E,estimate.total.renter_occupied.built_2020_or_later.50_or_more
B25127,053E,estimate.total.renter_occupied.built_2000_to_2019
B25127,055E,estimate.total.renter_occupied.built_2000_to_2019.2_to_4
B25127,056E,estimate.total.renter_occupied.built_2000_to_2019.5_to_19
B25127,057E,estimate.total.renter_occupied.built_2000_to_2019.20_to_49
B25127,058E,estimate.total.renter_occupied.built_2000_to_2019.50_or_more
B25127,060E,estimate.total.renter_occupied.built_1980_to_1999
B25127,062E,estimate.total.renter_occupied.built_1980_to_1999.2_to_4
